car_id,ride_date,deviation_normal,target_class
G11530237Q,2020-01-18,4.098,engine_fuel
G11530237Q,2020-01-19,7.929,engine_fuel
G11530237Q,2020-01-20,6.801,engine_fuel
G11530237Q,2020-01-21,4.146,engine_fuel
G11530237Q,2020-01-22,5.465,engine_fuel
G11530237Q,2020-01-23,7.535,engine_fuel
G11530237Q,2020-01-24,8.476,engine_fuel
G11530237Q,2020-01-25,4.312,engine_fuel
G11530237Q,2020-01-26,-2.508,engine_fuel
G11530237Q,2020-01-27,-4.113,engine_fuel
G11530237Q,2020-01-28,-6.042,engine_fuel
G11530237Q,2020-01-29,-4.789,engine_fuel
G11530237Q,2020-01-30,-2.045,engine_fuel
G11530237Q,2020-01-31,-5.694,engine_fuel
G11530237Q,2020-02-01,-2.612,engine_fuel
G11530237Q,2020-02-02,0.132,engine_fuel
G11530237Q,2020-02-03,-1.109,engine_fuel
G11530237Q,2020-02-04,1.418,engine_fuel
G11530237Q,2020-02-05,0.255,engine_fuel
G11530237Q,2020-02-06,-1.971,engine_fuel
G11530237Q,2020-02-07,-2.31,engine_fuel
G11530237Q,2020-02-08,-2.216,engine_fuel
G11530237Q,2020-02-09,3.629,engine_fuel
G11530237Q,2020-02-10,1.86,engine_fuel
G11530237Q,2020-02-11,-1.39,engine_fuel
G11530237Q,2020-02-12,-4.676,engine_fuel
G11530237Q,2020-02-13,-4.262,engine_fuel
G11530237Q,2020-02-14,-9.396,engine_fuel
G11530237Q,2020-02-15,-21.583,engine_fuel
G11530237Q,2020-02-16,-23.827,engine_fuel
G11530237Q,2020-02-17,-26.252,engine_fuel
G11530237Q,2020-02-18,-31.551,engine_fuel
G11530237Q,2020-02-19,21.759,engine_fuel
G11530237Q,2020-02-20,18.361,engine_fuel
G11530237Q,2020-02-21,15.88,engine_fuel
G11530237Q,2020-02-22,15.187,engine_fuel
G11530237Q,2020-02-23,13.65,engine_fuel
G11530237Q,2020-02-24,7.703,engine_fuel
G11530237Q,2020-02-25,6.807,engine_fuel
G11530237Q,2020-02-26,14.2,engine_fuel
G11530237Q,2020-02-27,14.833,engine_fuel
G11530237Q,2020-02-28,17.683,engine_fuel
G11530237Q,2020-02-29,22.368,engine_fuel
G11530237Q,2020-03-01,19.523,engine_fuel
G11530237Q,2020-03-02,23.53,engine_fuel
G11530237Q,2020-03-03,26.365,engine_fuel
G11530237Q,2020-03-04,26.484,engine_fuel
G11530237Q,2020-03-05,24.171,engine_fuel
G11530237Q,2020-03-06,25.534,engine_fuel
G11530237Q,2020-03-07,21.564,engine_fuel
G11530237Q,2020-03-08,29.136,engine_fuel
G11530237Q,2020-03-09,28.665,engine_fuel
G11530237Q,2020-03-10,30.784,engine_fuel
G11530237Q,2020-03-11,29.142,engine_fuel
G11530237Q,2020-03-12,34.33,engine_fuel
G11530237Q,2020-03-13,36.249,engine_fuel
G11530237Q,2020-03-14,31.491,engine_fuel
G11530237Q,2020-03-15,29.527,engine_fuel
G11530237Q,2020-03-16,31.162,engine_fuel
G11530237Q,2020-03-17,34.61,engine_fuel
G11530237Q,2020-03-18,33.865,engine_fuel
G11530237Q,2020-03-19,36.673,engine_fuel
G11530237Q,2020-03-20,40.151,engine_fuel
G11530237Q,2020-03-21,41.974,engine_fuel
G11530237Q,2020-03-22,39.007,engine_fuel
G11530237Q,2020-03-23,36.624,engine_fuel
G11530237Q,2020-03-24,37.885,engine_fuel
G11530237Q,2020-03-25,37.643,engine_fuel
G11530237Q,2020-03-26,38.099,engine_fuel
G11530237Q,2020-03-27,40.577,engine_fuel
G11530237Q,2020-03-28,41.949,engine_fuel
G11530237Q,2020-03-29,40.71,engine_fuel
G11530237Q,2020-03-30,41.567,engine_fuel
G11530237Q,2020-03-31,38.454,engine_fuel
G11530237Q,2020-04-01,40.405,engine_fuel
K20448785V,2020-01-01,-1.42,engine_fuel
K20448785V,2020-01-02,0.659,engine_fuel
K20448785V,2020-01-03,-3.485,engine_fuel
K20448785V,2020-01-04,-1.872,engine_fuel
K20448785V,2020-01-05,0.692,engine_fuel
K20448785V,2020-01-06,-4.0,engine_fuel
K20448785V,2020-01-07,-5.588,engine_fuel
K20448785V,2020-01-08,-6.644,engine_fuel
K20448785V,2020-01-09,-8.409,engine_fuel
K20448785V,2020-01-10,-9.129,engine_fuel
K20448785V,2020-01-11,-8.741,engine_fuel
K20448785V,2020-01-12,-16.147,engine_fuel
K20448785V,2020-01-13,-19.222,engine_fuel
K20448785V,2020-01-14,-19.246,engine_fuel
K20448785V,2020-01-15,-20.029,engine_fuel
K20448785V,2020-01-16,-27.365,engine_fuel
K20448785V,2020-01-17,-26.088,engine_fuel
K20448785V,2020-01-18,-26.108,engine_fuel
K20448785V,2020-01-19,-23.693,engine_fuel
K20448785V,2020-01-20,-20.825,engine_fuel
K20448785V,2020-01-21,-24.739,engine_fuel
K20448785V,2020-01-22,-28.815,engine_fuel
K20448785V,2020-01-23,-28.226,engine_fuel
K20448785V,2020-01-24,-28.669,engine_fuel
K20448785V,2020-01-25,-23.969,engine_fuel
K20448785V,2020-01-26,-21.361,engine_fuel
K20448785V,2020-01-27,-23.782,engine_fuel
K20448785V,2020-01-28,-23.547,engine_fuel
K20448785V,2020-01-29,-27.421,engine_fuel
K20448785V,2020-01-30,-28.049,engine_fuel
K20448785V,2020-01-31,-27.493,engine_fuel
K20448785V,2020-02-01,-21.962,engine_fuel
K20448785V,2020-02-02,-19.835,engine_fuel
K20448785V,2020-02-03,-24.125,engine_fuel
K20448785V,2020-02-04,-31.727,engine_fuel
K20448785V,2020-02-05,-34.625,engine_fuel
K20448785V,2020-02-06,-34.245,engine_fuel
K20448785V,2020-02-07,-39.144,engine_fuel
K20448785V,2020-02-08,-38.325,engine_fuel
K20448785V,2020-02-09,-40.356,engine_fuel
K20448785V,2020-02-10,-38.788,engine_fuel
K20448785V,2020-02-11,-37.801,engine_fuel
K20448785V,2020-02-12,-40.253,engine_fuel
K20448785V,2020-02-13,-36.684,engine_fuel
K20448785V,2020-02-14,-41.557,engine_fuel
K20448785V,2020-02-15,-40.843,engine_fuel
K20448785V,2020-02-16,-38.479,engine_fuel
K20448785V,2020-02-17,-40.804,engine_fuel
K20448785V,2020-02-18,11.014,engine_fuel
K20448785V,2020-02-19,11.168,engine_fuel
K20448785V,2020-02-20,16.016,engine_fuel
K20448785V,2020-02-21,18.468,engine_fuel
K20448785V,2020-02-22,16.306,engine_fuel
K20448785V,2020-02-23,22.175,engine_fuel
K20448785V,2020-02-24,20.679,engine_fuel
K20448785V,2020-02-25,18.531,engine_fuel
K20448785V,2020-02-26,14.118,engine_fuel
K20448785V,2020-02-27,16.654,engine_fuel
K20448785V,2020-02-28,15.232,engine_fuel
K20448785V,2020-02-29,15.693,engine_fuel
K20448785V,2020-03-01,19.167,engine_fuel
K20448785V,2020-03-02,19.271,engine_fuel
K20448785V,2020-03-03,21.208,engine_fuel
K20448785V,2020-03-04,22.634,engine_fuel
K20448785V,2020-03-05,19.437,engine_fuel
K20448785V,2020-03-06,19.829,engine_fuel
K20448785V,2020-03-07,13.055,engine_fuel
K20448785V,2020-03-08,16.053,engine_fuel
K20448785V,2020-03-09,22.815,engine_fuel
K20448785V,2020-03-10,23.608,engine_fuel
K20448785V,2020-03-11,26.479,engine_fuel
K20448785V,2020-03-12,31.831,engine_fuel
K20448785V,2020-03-13,32.283,engine_fuel
K20448785V,2020-03-14,33.663,engine_fuel
K20448785V,2020-03-15,29.437,engine_fuel
K20448785V,2020-03-16,27.318,engine_fuel
K20448785V,2020-03-17,29.432,engine_fuel
K20448785V,2020-03-18,27.202,engine_fuel
K20448785V,2020-03-19,22.145,engine_fuel
K20448785V,2020-03-20,20.88,engine_fuel
K20448785V,2020-03-21,19.015,engine_fuel
K20448785V,2020-03-22,21.291,engine_fuel
K20448785V,2020-03-23,19.929,engine_fuel
K20448785V,2020-03-24,17.523,engine_fuel
K20448785V,2020-03-25,15.535,engine_fuel
K20448785V,2020-03-26,17.03,engine_fuel
K20448785V,2020-03-27,19.496,engine_fuel
K20448785V,2020-03-28,21.605,engine_fuel
K20448785V,2020-03-29,23.331,engine_fuel
K20448785V,2020-03-30,19.281,engine_fuel
K20448785V,2020-03-31,17.702,engine_fuel
K20448785V,2020-04-01,20.868,engine_fuel
X21759757Y,2020-01-01,-4.434,engine_ignition
X21759757Y,2020-01-02,-6.516,engine_ignition
X21759757Y,2020-01-03,-5.715,engine_ignition
X21759757Y,2020-01-04,-4.767,engine_ignition
X21759757Y,2020-01-05,-2.661,engine_ignition
X21759757Y,2020-01-06,-7.942,engine_ignition
X21759757Y,2020-01-07,-9.202,engine_ignition
X21759757Y,2020-01-08,-3.666,engine_ignition
X21759757Y,2020-01-09,-9.392,engine_ignition
X21759757Y,2020-01-10,-5.342,engine_ignition
X21759757Y,2020-01-11,-8.563,engine_ignition
X21759757Y,2020-01-12,-10.44,engine_ignition
X21759757Y,2020-01-13,-6.525,engine_ignition
X21759757Y,2020-01-14,-14.782,engine_ignition
X21759757Y,2020-01-15,-8.065,engine_ignition
X21759757Y,2020-01-16,-10.641,engine_ignition
X21759757Y,2020-01-17,-13.836,engine_ignition
X21759757Y,2020-01-18,-16.117,engine_ignition
X21759757Y,2020-01-19,-18.872,engine_ignition
X21759757Y,2020-01-20,-18.788,engine_ignition
X21759757Y,2020-01-21,-22.043,engine_ignition
X21759757Y,2020-01-22,-22.736,engine_ignition
X21759757Y,2020-01-23,-25.147,engine_ignition
X21759757Y,2020-01-24,-26.713,engine_ignition
X21759757Y,2020-01-25,-29.946,engine_ignition
X21759757Y,2020-01-26,-30.833,engine_ignition
X21759757Y,2020-01-27,-35.199,engine_ignition
X21759757Y,2020-01-28,-35.835,engine_ignition
X21759757Y,2020-01-29,-34.699,engine_ignition
X21759757Y,2020-01-30,-37.629,engine_ignition
X21759757Y,2020-01-31,-34.773,engine_ignition
X21759757Y,2020-02-01,-39.171,engine_ignition
X21759757Y,2020-02-02,-35.074,engine_ignition
X21759757Y,2020-02-03,-34.747,engine_ignition
X21759757Y,2020-02-04,-42.024,engine_ignition
X21759757Y,2020-02-05,-42.974,engine_ignition
X21759757Y,2020-02-06,-46.919,engine_ignition
X21759757Y,2020-02-07,-48.043,engine_ignition
X21759757Y,2020-02-08,-49.608,engine_ignition
X21759757Y,2020-02-09,-45.431,engine_ignition
X21759757Y,2020-02-10,-41.121,engine_ignition
X21759757Y,2020-02-11,-41.185,engine_ignition
X21759757Y,2020-02-12,-38.247,engine_ignition
X21759757Y,2020-02-13,-40.435,engine_ignition
X21759757Y,2020-02-14,-35.994,engine_ignition
X21759757Y,2020-02-15,-35.695,engine_ignition
X21759757Y,2020-02-16,-33.41,engine_ignition
X21759757Y,2020-02-17,-31.343,engine_ignition
X21759757Y,2020-02-18,5.31,engine_ignition
X21759757Y,2020-02-19,3.995,engine_ignition
X21759757Y,2020-02-20,3.322,engine_ignition
X21759757Y,2020-02-21,3.803,engine_ignition
X21759757Y,2020-02-22,4.601,engine_ignition
X21759757Y,2020-02-23,4.543,engine_ignition
X21759757Y,2020-02-24,5.43,engine_ignition
X21759757Y,2020-02-25,3.82,engine_ignition
X21759757Y,2020-02-26,-1.316,engine_ignition
X21759757Y,2020-02-27,-5.132,engine_ignition
X21759757Y,2020-02-28,-7.533,engine_ignition
X21759757Y,2020-02-29,-4.532,engine_ignition
X21759757Y,2020-03-01,-11.501,engine_ignition
X21759757Y,2020-03-02,-8.479,engine_ignition
X21759757Y,2020-03-03,-8.812,engine_ignition
X21759757Y,2020-03-04,-8.162,engine_ignition
X21759757Y,2020-03-05,-10.16,engine_ignition
X21759757Y,2020-03-06,-4.434,engine_ignition
X21759757Y,2020-03-07,-3.41,engine_ignition
X21759757Y,2020-03-08,-0.375,engine_ignition
X21759757Y,2020-03-09,-3.58,engine_ignition
X21759757Y,2020-03-10,-4.169,engine_ignition
X21759757Y,2020-03-11,-2.405,engine_ignition
X21759757Y,2020-03-12,1.812,engine_ignition
X21759757Y,2020-03-13,2.664,engine_ignition
X21759757Y,2020-03-14,4.534,engine_ignition
X21759757Y,2020-03-15,3.892,engine_ignition
X21759757Y,2020-03-16,2.225,engine_ignition
X21759757Y,2020-03-17,6.038,engine_ignition
X21759757Y,2020-03-18,9.687,engine_ignition
X21759757Y,2020-03-19,9.343,engine_ignition
X21759757Y,2020-03-20,14.311,engine_ignition
X21759757Y,2020-03-21,12.162,engine_ignition
X21759757Y,2020-03-22,11.921,engine_ignition
X21759757Y,2020-03-23,7.964,engine_ignition
X21759757Y,2020-03-24,9.637,engine_ignition
X21759757Y,2020-03-25,7.371,engine_ignition
X21759757Y,2020-03-26,6.132,engine_ignition
X21759757Y,2020-03-27,5.742,engine_ignition
X21759757Y,2020-03-28,9.67,engine_ignition
X21759757Y,2020-03-29,1.194,engine_ignition
X21759757Y,2020-03-30,0.986,engine_ignition
X21759757Y,2020-03-31,-0.854,engine_ignition
X21759757Y,2020-04-01,3.385,engine_ignition
H72631192M,2020-01-01,3.914,engine_fuel
H72631192M,2020-01-02,2.699,engine_fuel
H72631192M,2020-01-03,5.929,engine_fuel
H72631192M,2020-01-04,8.306,engine_fuel
H72631192M,2020-01-05,8.779,engine_fuel
H72631192M,2020-01-06,8.336,engine_fuel
H72631192M,2020-01-07,9.343,engine_fuel
H72631192M,2020-01-08,12.373,engine_fuel
H72631192M,2020-01-09,18.072,engine_fuel
H72631192M,2020-01-10,19.635,engine_fuel
H72631192M,2020-01-11,17.614,engine_fuel
H72631192M,2020-01-12,21.637,engine_fuel
H72631192M,2020-01-13,19.133,engine_fuel
H72631192M,2020-01-14,25.276,engine_fuel
H72631192M,2020-01-15,27.787,engine_fuel
H72631192M,2020-01-16,27.334,engine_fuel
H72631192M,2020-01-17,29.305,engine_fuel
H72631192M,2020-01-18,28.007,engine_fuel
H72631192M,2020-01-19,28.08,engine_fuel
H72631192M,2020-01-20,25.379,engine_fuel
H72631192M,2020-01-21,24.873,engine_fuel
H72631192M,2020-01-22,28.764,engine_fuel
H72631192M,2020-01-23,32.282,engine_fuel
H72631192M,2020-01-24,31.891,engine_fuel
H72631192M,2020-01-25,27.944,engine_fuel
H72631192M,2020-01-26,28.839,engine_fuel
H72631192M,2020-01-27,26.694,engine_fuel
H72631192M,2020-01-28,22.765,engine_fuel
H72631192M,2020-01-29,22.291,engine_fuel
H72631192M,2020-01-30,21.608,engine_fuel
H72631192M,2020-01-31,24.617,engine_fuel
H72631192M,2020-02-01,21.147,engine_fuel
H72631192M,2020-02-02,24.85,engine_fuel
H72631192M,2020-02-03,20.829,engine_fuel
H72631192M,2020-02-04,18.16,engine_fuel
H72631192M,2020-02-05,17.218,engine_fuel
H72631192M,2020-02-06,21.144,engine_fuel
H72631192M,2020-02-07,24.01,engine_fuel
H72631192M,2020-02-08,20.702,engine_fuel
H72631192M,2020-02-09,20.809,engine_fuel
H72631192M,2020-02-10,22.843,engine_fuel
H72631192M,2020-02-11,20.424,engine_fuel
H72631192M,2020-02-12,22.904,engine_fuel
H72631192M,2020-02-13,21.268,engine_fuel
H72631192M,2020-02-14,22.39,engine_fuel
H72631192M,2020-02-15,17.817,engine_fuel
H72631192M,2020-02-16,20.437,engine_fuel
H72631192M,2020-02-17,20.179,engine_fuel
H72631192M,2020-02-18,44.551,engine_fuel
H72631192M,2020-02-19,42.888,engine_fuel
H72631192M,2020-02-20,44.123,engine_fuel
H72631192M,2020-02-21,41.976,engine_fuel
H72631192M,2020-02-22,39.991,engine_fuel
H72631192M,2020-02-23,37.723,engine_fuel
H72631192M,2020-02-24,37.11,engine_fuel
H72631192M,2020-02-25,36.601,engine_fuel
H72631192M,2020-02-26,36.106,engine_fuel
H72631192M,2020-02-27,37.356,engine_fuel
H72631192M,2020-02-28,37.075,engine_fuel
H72631192M,2020-02-29,37.563,engine_fuel
H72631192M,2020-03-01,34.898,engine_fuel
H72631192M,2020-03-02,31.174,engine_fuel
H72631192M,2020-03-03,33.077,engine_fuel
H72631192M,2020-03-04,34.5,engine_fuel
H72631192M,2020-03-05,38.9,engine_fuel
H72631192M,2020-03-06,36.755,engine_fuel
H72631192M,2020-03-07,35.514,engine_fuel
H72631192M,2020-03-08,39.582,engine_fuel
H72631192M,2020-03-09,29.929,engine_fuel
H72631192M,2020-03-10,32.167,engine_fuel
H72631192M,2020-03-11,32.547,engine_fuel
H72631192M,2020-03-12,34.159,engine_fuel
H72631192M,2020-03-13,29.493,engine_fuel
H72631192M,2020-03-14,26.854,engine_fuel
H72631192M,2020-03-15,19.165,engine_fuel
H72631192M,2020-03-16,14.257,engine_fuel
H72631192M,2020-03-17,15.03,engine_fuel
H72631192M,2020-03-18,14.029,engine_fuel
H72631192M,2020-03-19,13.645,engine_fuel
H72631192M,2020-03-20,14.874,engine_fuel
H72631192M,2020-03-21,18.862,engine_fuel
H72631192M,2020-03-22,18.271,engine_fuel
H72631192M,2020-03-23,22.079,engine_fuel
H72631192M,2020-03-24,19.146,engine_fuel
H72631192M,2020-03-25,19.534,engine_fuel
H72631192M,2020-03-26,19.477,engine_fuel
H72631192M,2020-03-27,19.71,engine_fuel
H72631192M,2020-03-28,20.604,engine_fuel
H72631192M,2020-03-29,18.278,engine_fuel
H72631192M,2020-03-30,22.452,engine_fuel
H72631192M,2020-03-31,22.278,engine_fuel
H72631192M,2020-04-01,21.037,engine_fuel
F51416137Z,2020-01-01,-0.832,engine_ignition
F51416137Z,2020-01-02,-6.58,engine_ignition
F51416137Z,2020-01-03,-6.182,engine_ignition
F51416137Z,2020-01-04,-4.211,engine_ignition
F51416137Z,2020-01-05,-2.377,engine_ignition
F51416137Z,2020-01-06,-2.481,engine_ignition
F51416137Z,2020-01-07,-4.551,engine_ignition
F51416137Z,2020-01-08,-6.164,engine_ignition
F51416137Z,2020-01-09,-3.053,engine_ignition
F51416137Z,2020-01-10,-4.868,engine_ignition
F51416137Z,2020-01-11,-6.387,engine_ignition
F51416137Z,2020-01-12,-3.025,engine_ignition
F51416137Z,2020-01-13,-6.165,engine_ignition
F51416137Z,2020-01-14,-3.043,engine_ignition
F51416137Z,2020-01-15,-5.836,engine_ignition
F51416137Z,2020-01-16,-2.77,engine_ignition
F51416137Z,2020-01-17,-0.03,engine_ignition
F51416137Z,2020-01-18,-0.495,engine_ignition
F51416137Z,2020-01-19,5.462,engine_ignition
F51416137Z,2020-01-20,5.006,engine_ignition
F51416137Z,2020-01-21,9.239,engine_ignition
F51416137Z,2020-01-22,9.139,engine_ignition
F51416137Z,2020-01-23,5.582,engine_ignition
F51416137Z,2020-01-24,3.52,engine_ignition
F51416137Z,2020-01-25,-2.101,engine_ignition
F51416137Z,2020-01-26,1.104,engine_ignition
F51416137Z,2020-01-27,1.408,engine_ignition
F51416137Z,2020-01-28,1.521,engine_ignition
F51416137Z,2020-01-29,1.679,engine_ignition
F51416137Z,2020-01-30,4.838,engine_ignition
F51416137Z,2020-01-31,4.908,engine_ignition
F51416137Z,2020-02-01,2.591,engine_ignition
F51416137Z,2020-02-02,5.583,engine_ignition
F51416137Z,2020-02-03,8.058,engine_ignition
F51416137Z,2020-02-04,5.448,engine_ignition
F51416137Z,2020-02-05,1.382,engine_ignition
F51416137Z,2020-02-06,0.168,engine_ignition
F51416137Z,2020-02-07,-2.266,engine_ignition
F51416137Z,2020-02-08,-11.902,engine_ignition
F51416137Z,2020-02-09,-5.531,engine_ignition
F51416137Z,2020-02-10,-8.768,engine_ignition
F51416137Z,2020-02-11,-7.865,engine_ignition
F51416137Z,2020-02-12,-8.696,engine_ignition
F51416137Z,2020-02-13,-10.298,engine_ignition
F51416137Z,2020-02-14,-14.352,engine_ignition
F51416137Z,2020-02-15,-18.504,engine_ignition
F51416137Z,2020-02-16,-22.669,engine_ignition
F51416137Z,2020-02-17,-24.703,engine_ignition
F51416137Z,2020-02-18,-24.605,engine_ignition
F51416137Z,2020-02-19,19.193,engine_ignition
F51416137Z,2020-02-20,19.626,engine_ignition
F51416137Z,2020-02-21,15.474,engine_ignition
F51416137Z,2020-02-22,15.567,engine_ignition
F51416137Z,2020-02-23,12.369,engine_ignition
F51416137Z,2020-02-24,10.113,engine_ignition
F51416137Z,2020-02-25,6.903,engine_ignition
F51416137Z,2020-02-26,7.995,engine_ignition
F51416137Z,2020-02-27,5.599,engine_ignition
F51416137Z,2020-02-28,0.974,engine_ignition
F51416137Z,2020-02-29,-0.419,engine_ignition
F51416137Z,2020-03-01,0.926,engine_ignition
F51416137Z,2020-03-02,-0.251,engine_ignition
F51416137Z,2020-03-03,-2.093,engine_ignition
F51416137Z,2020-03-04,-0.31,engine_ignition
F51416137Z,2020-03-05,-1.791,engine_ignition
F51416137Z,2020-03-06,-0.63,engine_ignition
F51416137Z,2020-03-07,-1.016,engine_ignition
F51416137Z,2020-03-08,-1.294,engine_ignition
F51416137Z,2020-03-09,-8.478,engine_ignition
F51416137Z,2020-03-10,-5.442,engine_ignition
F51416137Z,2020-03-11,-3.269,engine_ignition
F51416137Z,2020-03-12,-2.504,engine_ignition
F51416137Z,2020-03-13,-3.477,engine_ignition
F51416137Z,2020-03-14,1.902,engine_ignition
F51416137Z,2020-03-15,-1.503,engine_ignition
F51416137Z,2020-03-16,1.1,engine_ignition
F51416137Z,2020-03-17,-0.044,engine_ignition
F51416137Z,2020-03-18,1.599,engine_ignition
F51416137Z,2020-03-19,-3.638,engine_ignition
F51416137Z,2020-03-20,-0.901,engine_ignition
F51416137Z,2020-03-21,-2.955,engine_ignition
F51416137Z,2020-03-22,-3.899,engine_ignition
F51416137Z,2020-03-23,-6.568,engine_ignition
F51416137Z,2020-03-24,-9.992,engine_ignition
F51416137Z,2020-03-25,-9.381,engine_ignition
F51416137Z,2020-03-26,-8.892,engine_ignition
F51416137Z,2020-03-27,-9.684,engine_ignition
F51416137Z,2020-03-28,-12.563,engine_ignition
F51416137Z,2020-03-29,-13.612,engine_ignition
F51416137Z,2020-03-30,-9.703,engine_ignition
F51416137Z,2020-03-31,-7.602,engine_ignition
F51416137Z,2020-04-01,-4.299,engine_ignition
b14467388K,2020-01-01,0.0,engine_ignition
b14467388K,2020-01-02,-0.0,engine_ignition
b14467388K,2020-01-03,-0.0,engine_ignition
b14467388K,2020-01-04,-0.0,engine_ignition
b14467388K,2020-01-05,-0.0,engine_ignition
b14467388K,2020-01-06,0.0,engine_ignition
b14467388K,2020-01-07,-0.0,engine_ignition
